Date,Ticker,Adj Close,Volume,Daily Return,Rolling Volatility,RSI
2020-03-12,AAP,99.6933135986328,1721300,-0.13095045620272294,0.03993861278506229,20.428939811508627
2020-03-16,AAP,86.98165893554688,1416100,-0.16219540567921065,0.053995759067847905,21.036819559452482
2020-03-18,AAP,81.03675079345703,1649400,-0.11481308663176071,0.057745345924851886,23.656420035243627
2020-03-20,AAP,68.71044158935547,1548500,-0.12725393612083147,0.06154742252446681,20.68270797901367
2020-04-06,AAP,87.7402114868164,1378300,0.13183693763614923,0.080865502266811,47.13102087558813
2022-11-16,AAP,149.7003936767578,5374000,-0.1505926773118571,0.040102666790985265,24.913302558324247
2023-05-31,AAP,71.46043395996094,21832300,-0.35035653720908444,0.07988439118685092,10.894326675080194
2023-06-01,AAP,66.69576263427734,9523500,-0.06667565618693594,0.08033380358362115,10.397875403840345
2023-06-02,AAP,66.23497009277344,7020500,-0.0069088728174627745,0.08043649278704114,10.522576122700727
2023-06-13,AAP,67.31340026855469,5142400,0.026461429495172606,0.08159560494219469,10.165549633001604
2023-06-14,AAP,68.82319641113281,4784800,0.022429354876660756,0.08217971321312764,12.717323819481791
2023-08-24,AAP,66.814208984375,17981700,-0.02203338196287652,0.020338030025135692,37.439264716602196
2023-11-15,AAP,55.04014205932617,8466300,-0.046746630549682866,0.03268990996136202,62.10857398201192
2023-11-16,AAP,52.81559371948242,5115500,-0.04041683499737292,0.03295187152905818,58.67848423108175
2023-11-17,AAP,49.76055908203125,5560000,-0.05784342127586917,0.03561514432563485,47.72105770187849
2024-02-28,AAP,65.9388427734375,7516500,0.025791437163103392,0.028427834850847558,50.87162332231794
2024-05-29,AAP,62.22696304321289,7799400,-0.10971781649902268,0.028708293637707147,16.57609821318728
2024-08-22,AAP,51.09999847412109,13812100,-0.1747416023059699,0.04512593246531119,31.033155309173168
2024-08-23,AAP,49.150001525878906,6659300,-0.03816041108552537,0.04545496373072156,31.319727619571538
2024-09-13,AAP,41.43000030517578,2862900,0.04939211716183811,0.04299860061126929,21.449708649766848
2024-09-17,AAP,41.33000183105469,4960600,0.004618435688505507,0.043266455862008626,24.33073113002105
2024-09-18,AAP,42.06999969482422,4278900,0.017904617251033095,0.04387404778036252,31.316441371893248
2020-03-09,AAT,30.211435317993164,461300,-0.09617254481450055,0.02677483208087759,19.020499939398746
2020-03-12,AAT,24.824411392211918,473900,-0.1464646246045841,0.04389384910070672,17.59611694939781
2020-03-16,AAT,20.05864906311035,508300,-0.26997315705431335,0.0769346168785096,21.550308361350645
2020-03-18,AAT,17.76552963256836,597200,-0.1066885375267379,0.07885147947442614,21.180471943467197
2020-11-09,AAT,20.832353591918945,1211700,0.1989501594113745,0.0536209105038088,55.64590064441976
2020-03-09,ABCB,25.22372817993164,409400,-0.16160995257797128,0.039651590010033204,12.754995670071025
2020-03-16,ABCB,20.333606719970703,984100,-0.15025298720022984,0.056065813649326585,16.659762130422934
2020-03-18,ABCB,18.945741653442383,948800,-0.16399501478680634,0.07152983774796123,23.37381563737401
2020-11-09,ABCB,32.29209518432617,839800,0.15504953372598274,0.045236927972881466,73.86061986324628
2023-03-13,ABCB,36.34589385986328,1998100,-0.12508825693550996,0.03233592267926723,11.392305129178624
2020-03-12,ABG,58.70000076293945,298100,-0.18933851962148263,0.053880074927785127,14.162710702395742
2020-03-16,ABG,46.38999938964844,345300,-0.15822901695024127,0.061588616937198755,12.078522515576054
2019-10-02,ABM,31.021577835083008,388100,-0.04461287481383325,0.19469718019930304,14.679136974327818
2020-03-12,ABM,22.12698745727539,608400,-0.1781708487862823,0.049311148210802694,16.37567461538687
2020-03-18,ABM,22.630504608154297,789700,-0.12402537327790941,0.06722610360038245,30.482856081766627
2020-03-20,ABM,19.27071762084961,979900,-0.12510382642369489,0.07082528558015196,24.31416615852561
2020-06-18,ABM,36.00435256958008,2574500,0.19981554647059419,0.06053604557925279,68.69366690643133
2021-12-15,ABM,38.74982452392578,1539200,-0.11014366252359542,0.03106029764399742,25.54454283053363
2023-07-31,ABM,45.35464477539063,4470700,0.024347077653679827,0.009522076295511914,91.92824133672562
2023-09-07,ABM,37.92620468139648,1962200,-0.1363535439542829,0.031100894683533532,19.686630997286272
2023-12-13,ABM,51.542293548583984,2600300,0.17898994401162427,0.040691293679098996,93.06187468363821
2024-09-06,ABM,51.290000915527344,1347800,-0.08573970925886198,0.02192623137371572,36.01190881664174
2020-03-09,ABR,6.639408588409424,2214300,-0.11993366184695975,0.03803586762414046,20.537342698682124
2020-03-12,ABR,5.222917556762695,3412800,-0.17374137636447784,0.053816118066049703,16.32486633450057
2020-03-16,ABR,4.530272483825684,3054200,-0.14588235547955142,0.06020668088160653,16.98781718488408
2020-03-17,ABR,3.625466108322144,8167400,-0.19972449311469598,0.07028819890502444,14.89359649115677
2020-03-18,ABR,2.8454604148864746,7602600,-0.21514632053660376,0.07968692513232647,14.222597100052212
2020-03-20,ABR,3.007702112197876,5161600,0.07589312518251057,0.08324343864109278,10.607521828664375
2020-03-23,ABR,2.664499521255493,3945300,-0.114107906348341,0.0842069341023707,10.406812199829488
