Date,Ticker,Return,anomaly_score
2019-11-12,AAP,-0.0751095594452816,-0.09536938141286921
2020-01-13,AAP,-0.0251662768660501,-0.07450733227187067
2020-03-12,AAP,-0.1309504562027229,-0.10137009445300449
2020-03-16,AAP,-0.1621954056792106,-0.13997612563963024
2020-03-17,AAP,0.0524933206793172,-0.0885598001855703
2020-03-18,AAP,-0.1148130866317608,-0.16482476382836297
2020-03-19,AAP,-0.0284775932625903,-0.12523829242628082
2020-03-20,AAP,-0.1272539361208314,-0.17457972137345823
2020-03-23,AAP,0.0462482018961771,-0.14834897936040503
2020-03-24,AAP,0.1003822010804531,-0.1599138565325987
2020-03-25,AAP,0.046191589603044,-0.1427865919000545
2020-03-26,AAP,0.0746928755536049,-0.07085170438787047
2021-01-27,AAP,-0.0615369273424089,-0.12770549312015145
2022-08-24,AAP,-0.0961567954983391,-0.06317521519606495
2022-11-16,AAP,-0.1505926773118571,-0.16914694304948663
2023-03-17,AAP,-0.0215520962479203,-0.06377540728531284
2023-03-22,AAP,-0.0516737414198856,-0.05785914748277998
2023-05-31,AAP,-0.3503565372090845,-0.2986376712155867
2023-06-01,AAP,-0.0666756561869359,-0.2345888415918067
2023-06-02,AAP,-0.0069088728174627,-0.22028402966127647
2023-06-05,AAP,-0.0291593091095484,-0.21122732212945572
2023-06-06,AAP,0.0073182318546267,-0.2007169897137755
2023-06-07,AAP,-0.0080217119196597,-0.20389861694419564
2023-06-08,AAP,-0.0122063961696409,-0.20559328525300402
2023-06-09,AAP,-0.0179176399201074,-0.19683668537129617
2023-06-12,AAP,0.0520602155465113,-0.20492611162070073
2023-06-13,AAP,0.0264614294951726,-0.21792375491721172
2023-06-21,AAP,0.0108853254562235,-0.06605301568599942
2023-08-24,AAP,-0.0220333819628765,-0.14643950658255955
2023-08-25,AAP,-0.0563982391265424,-0.08514406859122703
2023-09-12,AAP,-0.0812279993797869,-0.08663317216528543
2023-11-15,AAP,-0.0467466305496828,-0.10886287681508677
2023-11-17,AAP,-0.0578434212758691,-0.097122486736545
2024-02-28,AAP,0.0257914371631033,-0.07305462641414573
2024-03-11,AAP,0.0368089224165852,-0.08127165035364792
2024-03-12,AAP,0.0357663427349039,-0.07305195872209658
2024-03-15,AAP,0.028165434653165,-0.06852325457388264
2024-05-29,AAP,-0.1097178164990226,-0.18532623803798354
2024-08-22,AAP,-0.1747416023059698,-0.22082074838126342
2024-08-23,AAP,-0.0381604110855254,-0.10851154167516686
2024-08-28,AAP,-0.0252873379949439,-0.06506566510921252
2024-08-29,AAP,-0.0105059577654772,-0.07359271814596235
2024-08-30,AAP,-0.0182015194976072,-0.0813001961624723
2024-09-03,AAP,-0.0350915935642666,-0.09642437837535478
2024-09-04,AAP,-0.0297347441779624,-0.09648609728890079
2024-09-05,AAP,-0.0462046008740171,-0.13982956540002045
2024-09-06,AAP,-0.0173010573104064,-0.0766245656326
2024-09-12,AAP,0.0183131048772138,-0.09621397891298777
2024-09-13,AAP,0.0493921171618381,-0.09280268741748698
2020-03-12,AAT,-0.1464646246045843,-0.09928466305743955
2020-03-13,AAT,0.1068375671074173,-0.06022351937657178
2020-03-16,AAT,-0.2699731570543134,-0.20587047522213164
2020-03-17,AAT,-0.0085437097044275,-0.17870423141724556
2020-03-18,AAT,-0.1066885375267379,-0.17718524411330505
2020-03-19,AAT,0.0349109010769945,-0.17735305424371217
2020-03-20,AAT,-0.0031075511469929,-0.1975764028816872
2020-03-23,AAT,-0.0182543924387905,-0.18378417048524376
2020-03-24,AAT,0.0825396041340873,-0.17971879968862192
2020-03-25,AAT,-0.0414745862421196,-0.19328453503456433
2020-03-26,AAT,0.0677448857497271,-0.1126007223105826
2020-03-27,AAT,0.0106425044054758,-0.12430532564369068
2020-11-09,AAT,0.1989501594113745,-0.11418536638841692
2020-11-11,AAT,-0.0347144169325128,-0.05774261929800917
2020-11-13,AAT,0.0568137338158156,-0.08134306804206859
2020-11-16,AAT,0.061278322893397,-0.1027723908666911
2020-11-17,AAT,0.0340063683137432,-0.09680684795576322
2020-11-18,AAT,-0.0346009379716786,-0.08720924349536163
2020-11-19,AAT,0.0266145722598836,-0.09001168761891853
2020-11-20,AAT,-0.0134807220735481,-0.09721275094371973
2023-03-09,AAT,-0.0497777957892553,-0.05868018207612302
2023-03-10,AAT,-0.0743685289513856,-0.11295362819120669
2023-03-17,AAT,-0.0655211422888795,-0.11417902661103208
2020-03-09,ABCB,-0.1616099525779712,-0.1365647152249485
2020-03-11,ABCB,-0.083985814657046,-0.08266427635068785
2020-03-12,ABCB,-0.0641025416643131,-0.07159447322858292
2020-03-13,ABCB,0.0664176994634799,-0.08001550279661485
2020-03-16,ABCB,-0.1502529872002298,-0.141050729928198
2020-03-17,ABCB,0.1145211753186903,-0.1309932099610519
2020-03-18,ABCB,-0.1639950147868062,-0.17897035884293744
2020-03-19,ABCB,0.1111111670412587,-0.16994136123615278
2020-03-20,ABCB,-0.0814158586424649,-0.18657700934650712
2020-03-23,ABCB,-0.0876686072277804,-0.1443312808530548
2020-03-24,ABCB,0.1483631745713234,-0.13585003562608022
2020-03-25,ABCB,-0.0087357853309831,-0.10163150164626278
2020-03-26,ABCB,0.0649351636129818,-0.10027899116294414
2020-03-27,ABCB,-0.019163790412486,-0.09906878064385705
2020-03-30,ABCB,0.0438087274471781,-0.06851789012887677
2020-03-31,ABCB,0.0175589912310885,-0.06191186187909303
2020-04-30,ABCB,-0.0528865570215626,-0.06572377363356896
2020-05-27,ABCB,0.1013598303478571,-0.10924569810059104
2020-05-28,ABCB,-0.0729516277360237,-0.08519092001017214
2020-05-29,ABCB,-0.0221954715147375,-0.08613192105045675
2020-06-01,ABCB,-0.0070160077467806,-0.060927531708454996
2020-06-03,ABCB,0.0826651169605994,-0.06012967997349117
2020-06-08,ABCB,0.0385559563183595,-0.08519514085230173
2023-03-13,ABCB,-0.1250882569355098,-0.0792326689885654
2020-03-12,ABG,-0.1893385196214826,-0.17937341511410076
2020-03-13,ABG,-0.0611584345132488,-0.12150287059365172
2020-03-16,ABG,-0.1582290169502412,-0.16544737804720389
2020-03-17,ABG,0.0370769830423176,-0.13354033433358814
2020-03-18,ABG,-0.0725421250091581,-0.12908916129730452
2020-03-19,ABG,0.0977140456011076,-0.15615565925295805
2020-03-20,ABG,0.0330747028792397,-0.14787638360240374
2020-03-23,ABG,-0.0944663818861883,-0.15352296520433284
2020-03-24,ABG,0.1682671133964144,-0.179780903218293
2020-03-25,ABG,0.0960209136346248,-0.12503210545892807
2020-03-26,ABG,0.0366456722853099,-0.07253718315945101
2020-03-27,ABG,-0.0874712219914225,-0.07882329350200823
2020-03-30,ABG,-0.0039639859586149,-0.07251916559414107
2020-03-31,ABG,-0.0009044724704168,-0.07251941356570846
2020-04-01,ABG,-0.1444866849244447,-0.05937815376756306
2020-04-03,ABG,-0.1042553516144447,-0.08485283363857665
2020-04-06,ABG,0.1318290558886694,-0.07882546326558293
2020-04-09,ABG,0.1120721408812484,-0.06007418651183527
2020-04-14,ABG,0.059782605061001,-0.06877701780958645
2020-04-15,ABG,-0.1199338280975641,-0.09734591065523557
2020-04-17,ABG,0.0930976289901506,-0.11790174327195535
2020-04-20,ABG,-0.0567790656866333,-0.12107296459858174
2020-03-12,ABM,-0.1781708487862823,-0.14198616472039316
2020-03-13,ABM,0.1286721891050999,-0.080431814771035
2020-03-16,ABM,-0.0315249500348604,-0.08010154651623214
2020-03-17,ABM,0.0681301171143613,-0.05981767743415578
2020-03-18,ABM,-0.1240253732779094,-0.1329218633330147
2020-03-19,ABM,-0.0266990827231442,-0.12397032175192413
2020-03-20,ABM,-0.1251038264236948,-0.16894316677988186
2020-03-23,ABM,-0.0285034571509845,-0.147510764638921
2020-03-24,ABM,0.0278726624545204,-0.15948554823782568
2020-03-25,ABM,-0.0004757654024588,-0.13625530728952673
2020-04-09,ABM,0.0387792275959657,-0.08225578447357618
2020-04-20,ABM,-0.0666060840104234,-0.09631889829450102
2020-06-18,ABM,0.1998155464705941,-0.15238100634609397
2022-06-09,ABM,-0.1171573782480647,-0.09332544338526727
2022-06-13,ABM,-0.0733682892545791,-0.06131487893751564
2023-09-07,ABM,-0.1363535439542827,-0.11052657171477553
2023-12-13,ABM,0.1789899440116242,-0.1719651357442865
2023-12-14,ABM,-0.1021032227132688,-0.09717306832157946
2024-06-21,ABM,0.0247226387980834,-0.057851655849403105
2019-11-06,ABR,0.0391063399129156,-0.10974535772304406
2019-11-07,ABR,0.0436830738306845,-0.12778839360168281
2019-11-08,ABR,-0.0070832803828937,-0.1247862246212591
2019-12-10,ABR,-0.0324983800796074,-0.0894349229395589
2020-02-25,ABR,-0.0429363343994385,-0.07776784315406571
2020-02-27,ABR,-0.0552239839257997,-0.07290211356111309
2020-02-28,ABR,-0.0410743146373745,-0.08954616111335134
2020-03-09,ABR,-0.1199336618469597,-0.09366578820490834
2020-03-11,ABR,-0.0723442897905874,-0.06239033668185556
2020-03-12,ABR,-0.1737413763644778,-0.19094558869860134
2020-03-13,ABR,0.0155316430225471,-0.13032470095896254
2020-03-16,ABR,-0.1458823554795514,-0.17568869889831829
2020-03-17,ABR,-0.1997244931146961,-0.23759272179782576
2020-03-18,ABR,-0.2151463205366036,-0.23261911472659347
2020-03-19,ABR,-0.0175439302083684,-0.2050689963310789
2020-03-20,ABR,0.0758931251825105,-0.21994115056554253
2020-03-23,ABR,-0.114107906348341,-0.21171743671630727
2020-03-24,ABR,0.0,-0.20776751941848637
2020-03-25,ABR,0.1826697355812658,-0.24075149497789927
2020-03-26,ABR,0.2811880470481351,-0.22190032017379668
2020-03-27,ABR,0.0571871407681556,-0.17187425166539483
2020-03-30,ABR,-0.1900585696911847,-0.20044657753548478
2020-03-31,ABR,-0.1155235100222447,-0.16455112156710627
2020-04-01,ABR,-0.071428370921002,-0.15541234302955242
2020-04-02,ABR,-0.0593408638293341,-0.13959017656613526
2020-04-03,ABR,-0.0514018524727787,-0.16550413379160422
2020-04-06,ABR,0.2290641321260662,-0.22944632399113918
2020-04-07,ABR,0.0941882678079295,-0.238162956560532
2020-04-08,ABR,0.2051283307292293,-0.2425814271058846
2020-04-09,ABR,0.1869299964079995,-0.21329430746118483
2020-04-13,ABR,-0.0973110884505897,-0.16743722499266445
2020-04-14,ABR,-0.0085105363642059,-0.18677570466202154
2020-04-15,ABR,-0.1001432000840463,-0.2215444970497099
2020-04-16,ABR,-0.0333865367754315,-0.22768991890437018
2020-04-17,ABR,0.1118423247961646,-0.2109710931275206
2020-04-20,ABR,-0.1065087944705808,-0.21279780643793356
2020-04-21,ABR,0.0182119128843816,-0.16872350960365168
2020-04-22,ABR,-0.0243901378327202,-0.11748195638274916
2020-04-23,ABR,0.023333390645069,-0.06670186789164512
2020-04-24,ABR,-0.0228013576595605,-0.06583731911504076
2020-04-29,ABR,0.1029184906842168,-0.07666804035279218
2020-04-30,ABR,-0.040390141274232,-0.11149000790374053
2020-05-08,ABR,0.0821328604223761,-0.1334205671512564
2020-05-11,ABR,-0.0719041741666268,-0.08671309446244801
2020-05-28,ABR,0.0058752950443328,-0.058828310293418284
2020-05-29,ABR,-0.0163550943001414,-0.07719003775100941
2020-06-03,ABR,0.0559998337195453,-0.08969345542786089
2020-06-08,ABR,0.1305240645306253,-0.09385750530640835
2020-06-09,ABR,-0.0500000173671956,-0.06661001425948254
2020-06-10,ABR,-0.0468897472630578,-0.0745999147294103
2020-06-11,ABR,-0.0913654923515303,-0.0819181790975878
2020-06-12,ABR,0.0895024826219839,-0.0676422431880801
2020-06-15,ABR,-0.0223121350638407,-0.07765066985017899
2020-06-26,ABR,-0.0813491669404641,-0.18051242918769483
2020-08-04,ABR,-0.002791010549687,-0.07582086292408263
